1606456902894,1606456903055,161,1
1606456903055,1606456903200,145,1
1606456903200,1606456903333,133,1
1606456903333,1606456903451,118,1
1606456903451,1606456903581,130,1
1606456903581,1606456903737,156,1
1606456903737,1606456903884,147,1
1606456903884,1606456904040,156,1
1606456904040,1606456904199,159,1
1606456904199,1606456904370,171,1
1606456904370,1606456904513,143,1
1606456904513,1606456904663,150,1
1606456904663,1606456904818,155,1
1606456904818,1606456904972,154,1
1606456904972,1606456905133,161,1
1606456905133,1606456905279,146,1
1606456905279,1606456905429,150,1
1606456905429,1606456905555,126,1
1606456905555,1606456905705,150,1
1606456905705,1606456905855,150,1
1606456905855,1606456905992,137,1
1606456905992,1606456906158,166,1
1606456906158,1606456906310,152,1
1606456906310,1606456906494,184,1
1606456906494,1606456906671,177,1
1606456906671,1606456906813,142,1
1606456906813,1606456906962,149,1
1606456906962,1606456907115,153,1
1606456907115,1606456907264,149,1
1606456907264,1606456907421,157,1
1606456907421,1606456907597,176,1
1606456907597,1606456907752,155,1
1606456907752,1606456907890,138,1
1606456907890,1606456908021,131,1
1606456908021,1606456908183,162,1
1606456908183,1606456908356,173,1
1606456908356,1606456908533,177,1
1606456908533,1606456908729,196,1
1606456908729,1606456908880,151,1
1606456908880,1606456909033,153,1
1606456909033,1606456909209,176,1
1606456909209,1606456909355,146,1
1606456909355,1606456909475,120,1
1606456909475,1606456909633,158,1
1606456909633,1606456909752,119,1
1606456909752,1606456909904,152,1
1606456909904,1606456910054,150,1
1606456910054,1606456910185,131,1
1606456910185,1606456910333,148,1
1606456910333,1606456910457,124,1
1606456910457,1606456910608,151,1
1606456910608,1606456910759,151,1
1606456910759,1606456910913,154,1
1606456910913,1606456911061,148,1
1606456911061,1606456911189,128,1
1606456911189,1606456911343,154,1
1606456911343,1606456911497,154,1
1606456911497,1606456911642,145,1
1606456911642,1606456911798,156,1
1606456911798,1606456911945,147,1
1606456911945,1606456912098,153,1
1606456912098,1606456912246,148,1
1606456912246,1606456912397,151,1
1606456912397,1606456912547,150,1
1606456912547,1606456912670,123,1
1606456912670,1606456912830,160,1
1606456912830,1606456912975,145,1
1606456912975,1606456913128,153,1
1606456913128,1606456913250,122,1
1606456913250,1606456913404,154,1
1606456913404,1606456913551,147,1
1606456913551,1606456913702,151,1
1606456913702,1606456913865,163,1
1606456913865,1606456914004,139,1
1606456914004,1606456914166,162,1
1606456914166,1606456914315,149,1
1606456914316,1606456914470,154,1
1606456914470,1606456915642,1172,1
1606456915642,1606456915767,125,1
1606456915767,1606456915866,99,1
1606456915866,1606456916029,163,1
1606456916029,1606456916170,141,1
1606456916170,1606456916319,149,1
1606456916319,1606456916472,153,1
1606456916472,1606456916624,152,1
1606456916624,1606456916779,155,1
1606456916779,1606456916926,147,1
1606456916926,1606456917078,152,1
1606456917078,1606456917229,151,1
1606456917229,1606456917378,149,1
1606456917378,1606456917529,151,1
1606456917530,1606456917683,153,1
1606456917683,1606456917835,152,1
1606456917835,1606456917959,124,1
1606456917959,1606456918111,152,1
1606456918111,1606456918259,148,1
1606456918259,1606456918385,126,1
1606456918385,1606456918534,149,1
1606456918534,1606456918686,152,1
1606456918686,1606456918812,126,1
1606456918812,1606456918967,155,1
1606456918967,1606456919089,122,1
1606456919089,1606456919240,151,1
1606456919240,1606456919393,153,1
1606456919393,1606456919543,150,1
1606456919543,1606456919693,150,1
1606456919693,1606456919854,161,1
1606456919854,1606456919995,141,1
1606456919995,1606456920153,158,1
1606456920153,1606456920305,152,1
1606456920305,1606456920452,147,1
1606456920452,1606456920606,154,1
1606456920606,1606456920755,149,1
1606456920755,1606456920903,148,1
1606456920903,1606456921055,152,1
1606456921055,1606456921215,160,1
1606456921215,1606456921361,146,1
1606456921361,1606456921543,182,1
1606456921543,1606456921693,150,1
1606456921693,1606456921861,168,1
1606456921861,1606456921988,127,1
1606456921988,1606456922135,147,1
1606456922135,1606456922286,151,1
1606456922286,1606456922438,152,1
1606456922438,1606456922566,128,1
1606456922566,1606456922723,157,1
1606456922723,1606456922871,148,1
1606456922871,1606456923019,148,1
1606456923019,1606456923180,161,1
1606456923180,1606456923306,126,1
1606456923306,1606456923458,152,1
1606456923458,1606456923617,159,1
1606456923617,1606456923770,153,1
1606456923770,1606456923922,152,1
1606456923922,1606456924069,147,1
1606456924069,1606456924221,152,1
1606456924221,1606456924379,158,1
1606456924379,1606456924522,143,1
1606456924522,1606456924682,160,1
1606456924682,1606456924880,198,1
1606456924880,1606456925027,147,1
1606456925027,1606456925180,153,1
1606456925180,1606456925329,149,1
1606456925329,1606456925481,152,1
1606456925481,1606456925631,150,1
1606456925631,1606456925783,152,1
