1606411247362,1606411248042,680,1
1606411248042,1606411248692,650,1
1606411248692,1606411249352,660,1
1606411249352,1606411250053,701,1
1606411250053,1606411250743,690,1
1606411250743,1606411251454,711,1
1606411251454,1606411252124,670,1
1606411252124,1606411252804,680,1
1606411252804,1606411253474,670,1
1606411253474,1606411254134,660,1
1606411254134,1606411254825,691,1
1606411254825,1606411255444,619,1
1606411255444,1606411256104,660,1
1606411256104,1606411256784,680,1
1606411256784,1606411257464,680,1
1606411257465,1606411258135,670,1
1606411258135,1606411258815,680,1
1606411258815,1606411259475,660,1
1606411259475,1606411260125,650,1
1606411260125,1606411260754,629,1
1606411260754,1606411261415,661,1
1606411261415,1606411262034,619,1
1606411262034,1606411262694,660,1
1606411262694,1606411263344,650,1
1606411263344,1606411264004,660,1
1606411264004,1606411264684,680,1
1606411264685,1606411265385,700,1
1606411265385,1606411266055,670,1
1606411266055,1606411266705,650,1
1606411266705,1606411267324,619,1
1606411267325,1606411267984,659,1
1606411267985,1606411268614,629,1
1606411268614,1606411269294,680,1
1606411269294,1606411269944,650,1
1606411269944,1606411270625,681,1
1606411270625,1606411271285,660,1
1606411271285,1606411271975,690,1
1606411271975,1606411272635,660,1
1606411272635,1606411273872,1237,1
1606411273872,1606411274522,650,1
1606411274522,1606411275182,660,1
1606411275182,1606411275832,650,1
1606411275832,1606411279519,3687,1
1606411279519,1606411280189,670,1
1606411280189,1606411280839,650,1
1606411280839,1606411281499,660,1
1606411281499,1606411282159,660,1
1606411282159,1606411282788,629,1
1606411282788,1606411283458,670,1
1606411283459,1606411284118,659,1
1606411284119,1606411284748,629,1
1606411284748,1606411285358,610,1
1606411285358,1606411285977,619,1
1606411285977,1606411286576,599,1
1606411286576,1606411287156,580,1
1606411287156,1606411287765,609,1
1606411287765,1606411288425,660,1
1606411288425,1606411289106,681,1
1606411289106,1606411289756,650,1
1606411289756,1606411290405,649,1
1606411290405,1606411291035,630,1
1606411291035,1606411294712,3677,1
1606411294712,1606411295362,650,1
1606411295362,1606411295971,609,1
1606411295971,1606411296652,681,1
1606411296652,1606411297352,700,1
1606411297352,1606411297992,640,1
1606411297992,1606411298632,640,1
1606411298632,1606411299312,680,1
1606411299312,1606411299962,650,1
1606411299962,1606411300622,660,1
1606411300622,1606411301272,650,1
1606411301272,1606411301962,690,1
1606411301962,1606411303037,1075,1
1606411303037,1606411303727,690,1
1606411303727,1606411304397,670,1
1606411304397,1606411305047,650,1
1606411305047,1606411305707,660,1
1606411305707,1606411306438,731,1
1606411306438,1606411310135,3697,1
1606411310135,1606411310825,690,1
1606411310825,1606411311485,660,1
1606411311485,1606411312176,691,1
1606411312176,1606411312825,649,1
1606411312826,1606411314022,1196,1
1606411314022,1606411314712,690,1
1606411314713,1606411315413,700,1
1606411315413,1606411316032,619,1
1606411316032,1606411319719,3687,1
1606411319719,1606411320369,650,1
1606411320369,1606411321708,1339,1
1606411321708,1606411322378,670,1
1606411322378,1606411323068,690,1
1606411323068,1606411323758,690,1
1606411323758,1606411324439,681,1
1606411324439,1606411325119,680,1
1606411325119,1606411325789,670,1
1606411325789,1606411326449,660,1
1606411326449,1606411335795,9346,1
1606411335795,1606411345658,9863,1
1606411345658,1606411346348,690,1
1606411346348,1606411347059,711,1
1606411347059,1606411347708,649,1
1606411347709,1606411348368,659,1
1606411348368,1606411348998,630,1
1606411348998,1606411352695,3697,1
1606411352696,1606411353376,680,1
1606411353376,1606411354026,650,1
1606411354026,1606411354746,720,1
1606411354746,1606411355953,1207,1
1606411355953,1606411359721,3768,1
1606411359721,1606411360381,660,1
1606411360381,1606411361031,650,1
1606411361031,1606411362308,1277,1
1606411362309,1606411363019,710,1
1606411363019,1606411363709,690,1
1606411363709,1606411364380,671,1
1606411364380,1606411365060,680,1
1606411365060,1606411365740,680,1
1606411365740,1606411366400,660,1
1606411366400,1606411367060,660,1
1606411367060,1606411367689,629,1
1606411367690,1606411368349,659,1
1606411368350,1606411368969,619,1
1606411368969,1606411369629,660,1
1606411369629,1606411370836,1207,1
1606411370836,1606411371496,660,1
1606411371496,1606411372135,639,1
1606411372135,1606411372795,660,1
1606411372795,1606411373476,681,1
1606411373476,1606411374126,650,1
1606411374126,1606411374836,710,1
1606411374836,1606411375517,681,1
1606411375517,1606411376622,1105,1
1606411376622,1606411377302,680,1
1606411377302,1606411378489,1187,1
1606411378489,1606411379169,680,1
1606411379169,1606411380477,1308,1
1606411380477,1606411381147,670,1
1606411381147,1606411381857,710,1
1606411381858,1606411382548,690,1
1606411382548,1606411386286,3738,1
1606411386286,1606411386986,700,1
1606411386986,1606411387646,660,1
1606411387646,1606411388347,701,1
1606411388347,1606411389047,700,1
1606411389047,1606411389727,680,1
1606411389727,1606411390408,681,1
1606411390408,1606411391088,680,1
1606411391088,1606411391788,700,1
1606411391788,1606411395557,3769,1
1606411395557,1606411396287,730,1
1606411396287,1606411396968,681,1
1606411396968,1606411397668,700,1
1606411397668,1606411398399,731,1
1606411398399,1606411399089,690,1
1606411399089,1606411399729,640,1
1606411399729,1606411400348,619,1
1606411400349,1606411401059,710,1
1606411401059,1606411401739,680,1
1606411401739,1606411402419,680,1
1606411402419,1606411403626,1207,1
1606411403626,1606411404306,680,1
1606411404306,1606411404956,650,1
1606411404956,1606411405606,650,1
1606411405606,1606411406266,660,1
1606411406266,1606411406916,650,1
1606411406916,1606411407607,691,1
1606411407607,1606411408256,649,1
1606411408256,1606411408906,650,1
1606411408906,1606411409597,691,1
1606411409597,1606411410277,680,1
1606411410277,1606411413903,3626,1
1606411413903,1606411414523,620,1
1606411414523,1606411415203,680,1
1606411415203,1606411415853,650,1
1606411415853,1606411416513,660,1
1606411416513,1606411417193,680,1
1606411417193,1606411417813,620,1
1606411417813,1606411418503,690,1
1606411418503,1606411419153,650,1
1606411419153,1606411419813,660,1
1606411419813,1606411420453,640,1
1606411420453,1606411421092,639,1
1606411421092,1606411421773,681,1
1606411421773,1606411422423,650,1
1606411422423,1606411423072,649,1
1606411423072,1606411423722,650,1
1606411423722,1606411424382,660,1
1606411424382,1606411425042,660,1
1606411425042,1606411425722,680,1
1606411425723,1606411426403,680,1
1606411426403,1606411427022,619,1
1606411427022,1606411427712,690,1
1606411427713,1606411428352,639,1
1606411428352,1606411429012,660,1
1606411429012,1606411430168,1156,1
1606411430168,1606411430848,680,1
1606411430849,1606411431559,710,1
1606411431559,1606411432179,620,1
1606411432179,1606411432788,609,1
1606411432788,1606411433448,660,1
1606411433448,1606411434118,670,1
1606411434118,1606411434778,660,1
1606411434778,1606411435782,1004,1
1606411435782,1606411436463,681,1
1606411436463,1606411437265,802,1
1606411437265,1606411438390,1125,1
1606411438390,1606411439060,670,1
1606411439060,1606411439731,671,1
1606411439731,1606411440381,650,1
1606411440381,1606411460593,20212,0
1606411460593,1606411461263,670,1
1606411461263,1606411462338,1075,1
1606411462338,1606411462978,640,1
1606411462978,1606411464174,1196,1
1606411464174,1606411464834,660,1
1606411464834,1606411465454,620,1
1606411465454,1606411466083,629,1
1606411466084,1606411466713,629,1
1606411466713,1606411467900,1187,1
1606411467900,1606411468499,599,1
1606411468499,1606411469108,609,1
1606411469108,1606411469738,630,1
1606411469738,1606411470357,619,1
1606411470357,1606411470977,620,1
1606411470977,1606411471566,589,1
1606411471566,1606411472783,1217,1
1606411472783,1606411473412,629,1
1606411473412,1606411473961,549,1
1606411473961,1606411474510,549,1
1606411474510,1606411474998,488,1
1606411474998,1606411475536,538,1
1606411475536,1606411476075,539,1
1606411476075,1606411476613,538,1
1606411476613,1606411496824,20211,0
1606411496824,1606411497302,478,1
1606411497302,1606411497779,477,1
1606411497779,1606411498257,478,1
1606411498257,1606411518467,20210,0
1606411518468,1606411518986,518,1
1606411518986,1606411519504,518,1
1606411519505,1606411519982,477,1
1606411519982,1606411520470,488,1
1606411520470,1606411540680,20210,0
1606411540680,1606411541259,579,1
1606411541259,1606411541767,508,1
1606411541767,1606411542265,498,1
1606411542265,1606411542794,529,1
1606411542794,1606411543271,477,1
1606411543272,1606411543800,528,1
1606411543800,1606411544328,528,1
1606411544328,1606411544938,610,1
1606411544938,1606411545486,548,1
1606411545486,1606411546035,549,1
1606411546035,1606411566246,20211,0
1606411566246,1606411566764,518,1
1606411566764,1606411567262,498,1
1606411567262,1606411587477,20215,0
1606411587477,1606411587955,478,1
1606411587955,1606411588483,528,1
1606411588483,1606411588961,478,1
1606411588961,1606411589429,468,1
1606411589429,1606411589917,488,1
1606411589917,1606411590425,508,1
1606411590425,1606411590893,468,1
1606411590893,1606411591401,508,1
1606411591401,1606411591929,528,1
1606411591929,1606411592427,498,1
1606411592427,1606411592935,508,1
1606411592935,1606411593413,478,1
1606411593413,1606411593891,478,1
1606411593891,1606411594399,508,1
1606411594399,1606411594927,528,1
1606411594927,1606411595425,498,1
1606411595425,1606411595883,458,1
1606411595883,1606411596391,508,1
1606411596391,1606411596899,508,1
1606411596899,1606411597387,488,1
1606411597387,1606411597875,488,1
1606411597875,1606411598322,447,1
1606411598322,1606411601827,3505,1
1606411601827,1606411602315,488,1
1606411602315,1606411602813,498,1
1606411602813,1606411603291,478,1
1606411603291,1606411603799,508,1
1606411603799,1606411604317,518,1
1606411604317,1606411604856,539,1
1606411604856,1606411605374,518,1
1606411605374,1606411605862,488,1
1606411605862,1606411606330,468,1
1606411606330,1606411606807,477,1
1606411606808,1606411607265,457,1
1606411607265,1606411607773,508,1
1606411607773,1606411608221,448,1
1606411608221,1606411608708,487,1
1606411608708,1606411609247,539,1
1606411609247,1606411609775,528,1
1606411609775,1606411610263,488,1
1606411610263,1606411610741,478,1
1606411610741,1606411611269,528,1
1606411611269,1606411611747,478,1
1606411611747,1606411612275,528,1
1606411612275,1606411612784,509,1
1606411612784,1606411613251,467,1
1606411613251,1606411613739,488,1
1606411613739,1606411614257,518,1
1606411614257,1606411614745,488,1
1606411614745,1606411615243,498,1
1606411615244,1606411615721,477,1
